analysis_tier,metric,operator,horizon,estimand,mean,ci95_low,ci95_high,n_queries
h50_subset,recall10,anchored,40,representation_minus_search_H3abs,0.0004475998529021884,0.00035416570987479977,0.0005403502051698231,1726
h50_subset,recall10,anchored,50,representation_H3abs,0.0002066636998858745,0.00014650636164752177,0.0002673266798140077,1726
h50_subset,recall10,anchored,50,search_H3abs,-8.38344964512228e-05,-0.00013168548376878104,-3.630371336965077e-05,1726
h50_subset,recall10,anchored,50,representation_minus_search_H3abs,0.00029049819633709733,0.00022935884928666284,0.00035285721690182553,1726
h50_subset,recall10,recursive,4,representation_H3abs,0.031955508883738874,0.026666892984743115,0.03704989860950172,1726
h50_subset,recall10,recursive,4,search_H3abs,-0.005659762456546956,-0.00920855059868678,-0.0021060254924681623,1726
h50_subset,recall10,recursive,4,representation_minus_search_H3abs,0.037615271340285826,0.03252697711471611,0.04270907263904983,1726
h50_subset,recall10,recursive,8,representation_H3abs,0.007210091573323056,0.004511489917278253,0.009820245610435195,1726
h50_subset,recall10,recursive,8,search_H3abs,-0.006192062572421769,-0.008331072667213838,-0.004135648516962777,1726
h50_subset,recall10,recursive,8,representation_minus_search_H3abs,0.013402154145744824,0.010817790310769931,0.016006142272595603,1726
h50_subset,recall10,recursive,12,representation_H3abs,0.001031115104478381,-0.0007628742985963353,0.0027857293072657443,1726
h50_subset,recall10,recursive,12,search_H3abs,-0.005276908539509926,-0.006724570768286363,-0.0038252281286210855,1726
h50_subset,recall10,recursive,12,representation_minus_search_H3abs,0.0063080236439883065,0.004631923575651853,0.008029612816692774,1726
h50_subset,recall10,recursive,16,representation_H3abs,-0.0008381312765546459,-0.0021296575372617096,0.00045996375538194035,1726
h50_subset,recall10,recursive,16,search_H3abs,-0.004340277777777771,-0.005407447015536122,-0.0032393375933199597,1726
h50_subset,recall10,recursive,16,representation_minus_search_H3abs,0.003502146501223125,0.002202658429753711,0.004774379885512046,1726
h50_subset,recall10,recursive,24,representation_H3abs,-0.0018117423567162879,-0.0026677857225094366,-0.0009591312496286091,1726
h50_subset,recall10,recursive,24,search_H3abs,-0.0030315758980301293,-0.003739287494986186,-0.0023068130329500576,1726
h50_subset,recall10,recursive,24,representation_minus_search_H3abs,0.001219833541313842,0.00042277145170395387,0.0020541150893573397,1726
h50_subset,recall10,recursive,32,representation_H3abs,-0.0018586644338552834,-0.00245799120978977,-0.0012505655632252476,1726
h50_subset,recall10,recursive,32,search_H3abs,-0.0021628464175357256,-0.0026804796294044296,-0.001649455055924848,1726
h50_subset,recall10,recursive,32,representation_minus_search_H3abs,0.0003041819836804421,-0.00028411778688385887,0.0008812671085976923,1726
h50_subset,recall10,recursive,40,representation_H3abs,-0.0016848105947435052,-0.002150627659671107,-0.001226469964557904,1726
h50_subset,recall10,recursive,40,search_H3abs,-0.0016323005953222077,-0.002024943716455507,-0.001236986184892731,1726
h50_subset,recall10,recursive,40,representation_minus_search_H3abs,-5.250999942129769e-05,-0.0004989584952519562,0.0003956392465257732,1726
h50_subset,recall10,recursive,50,representation_H3abs,-0.001453961264067083,-0.001790128850697956,-0.0011057898349307615,1726
h50_subset,recall10,recursive,50,search_H3abs,-0.0012446470142562763,-0.0015426593120869872,-0.0009519563385118722,1726
h50_subset,recall10,recursive,50,representation_minus_search_H3abs,-0.00020931424981080675,-0.0005404955201173071,0.0001287260625794136,1726
